ice_prob,id,inc_angle,is_iceberg,gmean,gmedian,gcount,KNN_prob
0.018963637761771682,dfd5f913,43.9239,0.0,0.012397331587257227,0.010355795,3,0.0091141785
5.561789696647186e-06,e25388fd,38.1562,0.0,5.561789696647186e-06,5.561789696647186e-06,1,0.015138348980940384
0.7929097016652426,58b2aaa0,45.2859,1.0,0.765422313401919,0.8024490508326213,34,0.7645893622424242
0.003593921777792275,4cfc3a18,43.8306,0.0,0.003593921777792275,0.003593921777792275,1,0.5718342047054553
0.0022502436380212507,271f93f4,35.6256,0.0,0.009664389579340417,0.0022502436380212507,3,0.01337146255
0.9992247025171916,b51d18b5,36.9034,1.0,0.9868975881678127,0.99972606,15,0.98601708
0.9853355685869852,31da1a04,34.4751,1.0,0.9625416035733733,0.9996617999999999,8,0.9592853228571429
0.06670260988175869,56929c16,41.1769,0.0,0.06670260988175869,0.06670260988175869,1,0.17107254509673042
6.65177437137269e-05,525ab75c,35.7829,0.0,0.005760237366033749,2.5749518e-05,17,0.00611609484242875
0.0390700213611126,192f56eb,43.3007,0.0,0.0969825656805563,0.0969825656805563,2,0.15489511
0.8533199032147726,3aac67cd,44.623999999999995,1.0,0.8533199032147726,0.8533199032147726,1,0.9458014071428572
0.002576539137711128,161a6860,39.5067,0.0,0.028239938591101594,0.028238045,7,0.03251717183333333
0.7780315776666006,3c794f0c,41.8544,1.0,0.6564014955333202,0.6865851,5,0.625993975
0.6337146759033203,86730f0d,45.2909,1.0,0.6888086127001953,0.7934928000000001,17,0.6922519837500001
0.008334409290303787,e356f7a3,34.7715,0.0,0.1334525696451519,0.1334525696451519,2,0.25857073
0.010614565573632715,87592c38,43.782,0.0,0.04908252785787757,0.011457588,3,0.068316509
0.0471759052015841,1c18a39e,45.3568,0.0,0.1675636250671947,0.13049667,3,0.22775748499999998
0.025707263499498367,a210f335,38.7812,0.0,0.017379779899899674,0.017830292,5,0.015297909
0.2280495141943296,958d155f,42.5145,0.0,0.04652960351968497,0.0115528815,18,0.03585196171529412
0.8397907018661499,6d81d201,37.2802,1.0,0.8621539789925639,0.93687287,18,0.863469465882353
0.009552656207233669,75126706,41.7973,0.0,0.13562723883574454,0.009552656207233669,3,0.19866453015
0.7120212515195211,112a6cfa,38.0669,1.0,0.7120212515195211,0.7120212515195211,1,0.665503619066296
1.5637449083764446e-07,a29662a4,39.6636,0.0,2.1986478399307164e-07,1.5888261e-08,9,2.2780107063750003e-07
0.9996798833211265,bd1a1bdf,37.6866,1.0,0.9994904895825706,0.9997623666605633,16,0.9994778633333332
3.110351398660782e-08,31e37d93,40.296,0.0,0.10563751496546898,3.110351398660782e-08,3,0.1584562568964465
0.9992947975794474,76b8d446,39.234,1.0,0.80239474410227,0.9962284,35,0.7966035660588235
0.624965121348699,958d42a8,40.3904,1.0,0.8494463619689857,0.9187768,21,0.8606704239999999
0.008087931239667038,70830858,43.7895,0.0,0.004043965619833519,0.004043965619833519,2,0.001
0.6922455827395121,faf2c49e,42.5891,1.0,0.6922455827395121,0.6922455827395121,1,0.28742618922530566
0.0011084155218365292,02314c59,41.0303,0.0,0.04664992526091827,0.04664992526091827,2,0.092191435
0.0014356216221737366,6332531e,34.8721,0.0,0.0007304495170868683,0.0007304495170868683,2,2.5277412e-05
1.3048552331233294e-09,c05730c3,34.0537,0.0,1.3048552331233294e-09,1.3048552331233294e-09,1,0.03990445514014843
0.997941513856252,83dd3a43,43.9466,1.0,0.8210279512854174,0.8589662,3,0.7325711699999999
0.4863025868932406,f193e8b0,44.6239,1.0,0.7160615909928828,0.8474949,15,0.7324729484285715
0.8558987379074097,132118fc,33.9978,1.0,0.7996026293024698,0.8558987379074097,3,0.7714545749999999
0.8513781229654948,93a797d3,35.7025,1.0,0.42779730348274736,0.42779730348274736,2,0.004216484
0.9978808561960856,0a192892,35.2954,1.0,0.9986297273996989,0.9996896,13,0.9986921333333333
0.0006551250068393225,f6a75c6b,35.7829,0.0,0.005794861322688196,2.5749518e-05,17,0.00611609484242875
0.7871773739655813,4cfca6da,34.4721,1.0,0.9417017954909417,0.9996092,59,0.9361082295348838
0.9940300186475118,a65b9aff,41.4386,1.0,0.9532154591459003,0.99664587,25,0.9515148525
0.9997331301371256,af91525e,42.1483,1.0,0.9974639471624466,0.99937314,7,0.9970857500000001
8.967923421421277e-06,4be9117c,39.5936,0.0,8.967923421421277e-06,8.967923421421277e-06,1,0.3231524655658849
2.7493021965104468e-05,3d24353c,31.4597,0.0,2.7493021965104468e-05,2.7493021965104468e-05,1,0.06235399007785659
0.023482467125480373,66d17828,43.1096,0.0,0.04119148448509608,0.0066158553,5,0.045618738825000005
2.536030703955324e-08,b78438be,44.4569,0.0,6.716836851977661e-08,6.716836851977661e-08,2,1.0897642999999998e-07
0.0009435107058379801,91febbeb,31.3432,0.0,0.00047175535291899006,0.00047175535291899006,2,0.001
0.9976043701171876,ade9a4ab,36.1061,1.0,0.9706286244152112,0.9997513499999999,34,0.9698111775757576
0.9999260703722636,b7e6b182,40.7118,1.0,0.9932759378422721,0.99965215,23,0.9929736590909091
0.3951467623313268,2e5ba8a2,40.9588,0.0,0.5807412811656634,0.5807412811656634,2,0.7663358
0.9961075186729432,2336fe9c,34.4721,1.0,0.9452429843842868,0.9996092,59,0.9494991186046514
0.9995455145835876,f6c43c24,38.0736,1.0,0.9088830722270203,0.9514777,29,0.9056451278571428
0.9565159479777018,c49bd5f2,38.85,1.0,0.9662012939888509,0.9662012939888509,2,0.97588664
0.016134462823780876,a87234b9,44.5876,0.0,0.0037577637415912085,1.2162476e-05,9,0.0022106763563175
0.9864387909571328,6c905a48,42.5742,1.0,0.9864387909571328,0.9864387909571328,1,0.6357255845595149
0.9790459275245668,a2a728d6,36.4792,1.0,0.9158432877524568,0.9704390637622834,10,0.9088207722222221
0.04871822210649649,28de1d17,42.5376,0.0,0.04871822210649649,0.04871822210649649,1,0.11221254385344896
0.0057809170490751675,bee2de18,39.5371,0.0,0.055048262349691714,0.0057809170490751675,3,0.079681935
0.0995586986343066,379e9548,36.4987,0.0,0.0995586986343066,0.0995586986343066,1,0.37487355491287805
0.9169342716534932,2d8ace41,35.6588,1.0,0.9249922102362133,0.9691727,7,0.9263352
5.094613716967919e-06,3a75d8bc,36.3984,0.0,5.094613716967919e-06,5.094613716967919e-06,1,0.14420186115320668
0.6122835303346316,08fb43c6,41.1294,1.0,0.7580007150557719,0.7982276151673158,6,0.787144152
0.9409242669741312,4d57fe03,32.265,1.0,0.9745872667435328,0.9787124,4,0.9858082666666667
1.7124381201938377e-05,7e02f2d0,38.9177,0.0,0.04645457359168985,4.2923507e-08,7,0.05419414846010451
0.0006169552749876552,2951d5a2,42.5612,0.0,0.0006169552749876552,0.0006169552749876552,1,0.8137962021702936
0.0003235785843571648,67cdcd2f,30.4869,0.0,0.0003235785843571648,0.0003235785843571648,1,0.6469091338080791
0.05495089540878932,2f23d622,40.367,0.0,0.05495089540878932,0.05495089540878932,1,0.39931933518340296
0.983765681584676,1d500cdf,33.1315,1.0,0.8688724563169352,0.9885936,5,0.84014915
0.0227239365534236,9f84a328,45.1398,0.0,0.0227239365534236,0.0227239365534236,1,0.07488439934114523
0.9992679357528688,79a6f286,34.4721,1.0,0.945296550775472,0.9996092,59,0.9565853195348838
0.999573012193044,8416c38c,41.434,1.0,0.999786506096522,0.999786506096522,2,0.999
0.999289651711782,f2bdb041,40.7001,1.0,0.999289651711782,0.999289651711782,1,0.8739038134278307
0.012461017972479263,3ab15430,37.338,0.0,0.012461017972479263,0.012461017972479263,1,0.109984401619395
0.03460326651111245,d8b894c2,45.3718,0.0,0.07530306883703748,0.04175012,3,0.09565297
0.9973661104838052,29795667,44.615,1.0,0.848657451747301,0.9955644202419026,6,0.81891572
0.9991344014803568,cb639848,38.4608,1.0,0.9968150350925222,0.9993912,16,0.9966604106666667
0.9997572898864746,b8e965d2,34.4721,1.0,0.9453048449133297,0.9996147,59,0.9565853195348838
0.37333079675833386,ebff4efc,42.5381,0.0,0.37333079675833386,0.37333079675833386,1,0.21787159687804467
0.9992065827051798,50853a36,37.6877,1.0,0.9925061208108994,0.999367685,28,0.9922579555555556
0.9980802734692892,8e0f4515,34.4718,1.0,0.9964024758134084,0.9995013,35,0.9963531288235292
0.003481251168219993,ba84b60e,42.7764,0.0,0.003481251168219993,0.003481251168219993,1,0.08688616606381143
2.210892673322936e-05,0717d705,42.5378,0.0,2.210892673322936e-05,2.210892673322936e-05,1,0.15825978314412803
0.9415666460990906,0334eec4,37.2861,1.0,0.8237349795123864,0.9589771730495453,8,0.8069018842857142
0.6828380227088928,9fde51a8,36.4332,1.0,0.897400948428081,0.9954803,11,0.9188572410000001
0.9593453009923301,7ea9222e,39.9784,1.0,0.9934629482043714,0.9990013,44,0.9942563818604652
0.9998132785161336,dac5bd92,35.2957,1.0,0.9774640999258069,0.9996637500000001,20,0.976287827368421
0.997014045715332,6d7beb67,44.615,1.0,0.8485987742858887,0.995388387857666,6,0.8189157199999999
0.9979082743326824,de0a13aa,36.9031,1.0,0.999186748110894,0.99965197,3,0.999825985
0.0004136045802927886,65979231,35.7863,0.0,0.005132704359894651,5.855889e-06,27,0.0053142081975716465
0.8799714247385659,6071a6f2,43.2624,1.0,0.9312122973692829,0.9312122973692829,2,0.98245317
8.092032336056341e-07,32580a22,34.8702,0.0,8.092032336056341e-07,8.092032336056341e-07,1,0.07616940589722093
0.8512840072313944,0b87e9b9,43.9577,1.0,0.9060416618078486,0.9206731236156972,4,0.9242942133333333
0.9183023969332376,f0ef5d45,39.234,1.0,0.8000806755123783,0.9898219,35,0.7966035660588235
0.46754987041155505,c6ffd9f1,37.9756,0.0,0.46754987041155505,0.46754987041155505,1,0.20801605534820836
8.963566815872738e-10,4fd7600f,42.4473,0.0,0.03406475044817834,0.03406475044817834,2,0.0681295
