ice_prob,id,inc_angle,is_iceberg,gmean,gmedian,gcount
0.018963637761771682,dfd5f913,43.9239,0.0,0.012397331587257227,0.010355795,3
5.561789696647186e-06,e25388fd,38.1562,0.0,5.561789696647186e-06,5.561789696647186e-06,1
0.7929097016652426,58b2aaa0,45.2859,1.0,0.7302894044639413,0.78659082,34
0.003593921777792275,4cfc3a18,43.8306,0.0,0.003593921777792275,0.003593921777792275,1
0.0022502436380212507,271f93f4,35.6256,0.0,0.009664389579340417,0.0022502436380212507,3
0.9992247025171916,b51d18b5,36.9034,1.0,0.9860961494123537,0.9991662,15
0.9853355685869852,31da1a04,34.4751,1.0,0.9624788224977366,0.9995746756974537,8
0.06670260988175869,56929c16,41.1769,0.0,0.06670260988175869,0.06670260988175869,1
6.65177437137269e-05,525ab75c,35.7829,0.0,0.008178394670202939,0.002575835,17
0.0390700213611126,192f56eb,43.3007,0.0,0.0969825656805563,0.0969825656805563,2
0.8533199032147726,3aac67cd,44.623999999999995,1.0,0.8533199032147726,0.8533199032147726,1
0.002576539137711128,161a6860,39.5067,0.0,0.028239938591101594,0.028238045,7
0.7780315776666006,3c794f0c,41.8544,1.0,0.6555140380036163,0.6865851,5
0.6337146759033203,86730f0d,45.2909,1.0,0.6287535660109187,0.6337146759033203,17
0.008334409290303787,e356f7a3,34.7715,0.0,0.1334525696451519,0.1334525696451519,2
0.010614565573632715,87592c38,43.782,0.0,0.04908252785787757,0.011457588,3
0.0471759052015841,1c18a39e,45.3568,0.0,0.1675636250671947,0.13049667,3
0.025707263499498367,a210f335,38.7812,0.0,0.017379779899899674,0.017830292,5
0.2280495141943296,958d155f,42.5145,0.0,0.07512268223075942,0.024077654652314685,18
0.8397907018661499,6d81d201,37.2802,1.0,0.7770047440729273,0.8065318365891774,18
0.009552656207233669,75126706,41.7973,0.0,0.13562723883574454,0.009552656207233669,3
0.7120212515195211,112a6cfa,38.0669,1.0,0.7120212515195211,0.7120212515195211,1
1.5637449083764446e-07,a29662a4,39.6636,0.0,2.65774047642999e-07,3.446162e-08,9
0.9996798833211265,bd1a1bdf,37.6866,1.0,0.9926291071080686,0.99917715,16
3.110351398660782e-08,31e37d93,40.296,0.0,0.10563751496546898,3.110351398660782e-08,3
0.9992947975794474,76b8d446,39.234,1.0,0.7861950315760394,0.9216497341791788,35
0.624965121348699,958d42a8,40.3904,1.0,0.8052146107153051,0.8979345,21
0.008087931239667038,70830858,43.7895,0.0,0.046645599824842066,0.046645599824842066,2
0.6922455827395121,faf2c49e,42.5891,1.0,0.6922455827395121,0.6922455827395121,1
0.0011084155218365292,02314c59,41.0303,0.0,0.04664992526091827,0.04664992526091827,2
0.0014356216221737366,6332531e,34.8721,0.0,0.0007304495170868683,0.0007304495170868683,2
1.3048552331233294e-09,c05730c3,34.0537,0.0,1.3048552331233294e-09,1.3048552331233294e-09,1
0.997941513856252,83dd3a43,43.9466,1.0,0.8210279512854174,0.8589662,3
0.4863025868932406,f193e8b0,44.6239,1.0,0.6873414002029182,0.8444370428721109,15
0.8558987379074097,132118fc,33.9978,1.0,0.7852936203862507,0.8558987379074097,3
0.8513781229654948,93a797d3,35.7025,1.0,0.42779730348274736,0.42779730348274736,2
0.9978808561960856,0a192892,35.2954,1.0,0.9955003628113772,0.9987652103106179,13
0.0006551250068393225,f6a75c6b,35.7829,0.0,0.008178394670202939,0.002575835,17
0.7871773739655813,4cfca6da,34.4721,1.0,0.9361305506907835,0.9983985026677451,59
0.9940300186475118,a65b9aff,41.4386,1.0,0.9530862235603699,0.99664587,25
0.9997331301371256,af91525e,42.1483,1.0,0.9941817180568151,0.99899006,7
8.967923421421277e-06,4be9117c,39.5936,0.0,8.967923421421277e-06,8.967923421421277e-06,1
2.7493021965104468e-05,3d24353c,31.4597,0.0,2.7493021965104468e-05,2.7493021965104468e-05,1
0.023482467125480373,66d17828,43.1096,0.0,0.049804661208494964,0.023482467125480373,5
2.536030703955324e-08,b78438be,44.4569,0.0,6.716836851977661e-08,6.716836851977661e-08,2
0.0009435107058379801,91febbeb,31.3432,0.0,0.0005147761122922627,0.0005147761122922627,2
0.9976043701171876,ade9a4ab,36.1061,1.0,0.9501923025734756,0.998372855,34
0.9999260703722636,b7e6b182,40.7118,1.0,0.9887493123334246,0.9988535046577454,23
0.3951467623313268,2e5ba8a2,40.9588,0.0,0.5807412811656634,0.5807412811656634,2
0.9961075186729432,2336fe9c,34.4721,1.0,0.9361305506907835,0.9983985026677451,59
0.9995455145835876,f6c43c24,38.0736,1.0,0.8941355581051863,0.94956726,29
0.9565159479777018,c49bd5f2,38.85,1.0,0.9662012939888509,0.9662012939888509,2
0.016134462823780876,a87234b9,44.5876,0.0,0.0038313443928688923,8.665298000000001e-05,9
0.9864387909571328,6c905a48,42.5742,1.0,0.9864387909571328,0.9864387909571328,1
0.9790459275245668,a2a728d6,36.4792,1.0,0.889923319862671,0.9417045500000001,10
0.04871822210649649,28de1d17,42.5376,0.0,0.04871822210649649,0.04871822210649649,1
0.0057809170490751675,bee2de18,39.5371,0.0,0.06044635012233595,0.016194263317932684,3
0.0995586986343066,379e9548,36.4987,0.0,0.0995586986343066,0.0995586986343066,1
0.9169342716534932,2d8ace41,35.6588,1.0,0.9105220104923065,0.9505987,7
5.094613716967919e-06,3a75d8bc,36.3984,0.0,5.094613716967919e-06,5.094613716967919e-06,1
0.6122835303346316,08fb43c6,41.1294,1.0,0.7462923064616405,0.7710165393849213,6
0.9409242669741312,4d57fe03,32.265,1.0,0.8614543975396475,0.9236621558666229,4
1.7124381201938377e-05,7e02f2d0,38.9177,0.0,0.1722831620950584,0.056944540003314614,7
0.0006169552749876552,2951d5a2,42.5612,0.0,0.0006169552749876552,0.0006169552749876552,1
0.0003235785843571648,67cdcd2f,30.4869,0.0,0.0003235785843571648,0.0003235785843571648,1
0.05495089540878932,2f23d622,40.367,0.0,0.05495089540878932,0.05495089540878932,1
0.983765681584676,1d500cdf,33.1315,1.0,0.8152295396375528,0.9094951152801514,5
0.0227239365534236,9f84a328,45.1398,0.0,0.0227239365534236,0.0227239365534236,1
0.9992679357528688,79a6f286,34.4721,1.0,0.9361305506907835,0.9983985026677451,59
0.999573012193044,8416c38c,41.434,1.0,0.9996801316738128,0.9996801316738128,2
0.999289651711782,f2bdb041,40.7001,1.0,0.999289651711782,0.999289651711782,1
0.012461017972479263,3ab15430,37.338,0.0,0.012461017972479263,0.012461017972479263,1
0.03460326651111245,d8b894c2,45.3718,0.0,0.07530306883703748,0.04175012,3
0.9973661104838052,29795667,44.615,1.0,0.8466707494640775,0.9924142352926636,6
0.9991344014803568,cb639848,38.4608,1.0,0.9965536612746015,0.9992129507401784,16
0.9997572898864746,b8e965d2,34.4721,1.0,0.9361305506907835,0.9983985026677451,59
0.37333079675833386,ebff4efc,42.5381,0.0,0.37333079675833386,0.37333079675833386,1
0.9992065827051798,50853a36,37.6877,1.0,0.9783627517833529,0.99804461,28
0.9980802734692892,8e0f4515,34.4718,1.0,0.9961909746918873,0.9991269906361898,35
0.003481251168219993,ba84b60e,42.7764,0.0,0.003481251168219993,0.003481251168219993,1
2.210892673322936e-05,0717d705,42.5378,0.0,2.210892673322936e-05,2.210892673322936e-05,1
0.9415666460990906,0334eec4,37.2861,1.0,0.7975349631727664,0.8829164230495453,8
0.6828380227088928,9fde51a8,36.4332,1.0,0.8973638075095806,0.9954803,11
0.9593453009923301,7ea9222e,39.9784,1.0,0.9773991846418945,0.9985169199999999,44
0.9998132785161336,dac5bd92,35.2957,1.0,0.9716286075135576,0.9984003509211477,20
0.997014045715332,6d7beb67,44.615,1.0,0.8466707494640775,0.9924142352926636,6
0.9979082743326824,de0a13aa,36.9031,1.0,0.9991162954207695,0.99965197,3
0.0004136045802927886,65979231,35.7863,0.0,0.01037238775785024,0.00018016137,27
0.8799714247385659,6071a6f2,43.2624,1.0,0.9312122973692829,0.9312122973692829,2
8.092032336056341e-07,32580a22,34.8702,0.0,8.092032336056341e-07,8.092032336056341e-07,1
0.8512840072313944,0b87e9b9,43.9577,1.0,0.9060416618078486,0.9206731236156972,4
0.9183023969332376,f0ef5d45,39.234,1.0,0.7861950315760394,0.9216497341791788,35
0.46754987041155505,c6ffd9f1,37.9756,0.0,0.46754987041155505,0.46754987041155505,1
8.963566815872738e-10,4fd7600f,42.4473,0.0,0.03406475044817834,0.03406475044817834,2
0.02619541312257449,dee16fa7,38.1108,0.0,0.5111886065612873,0.5111886065612873,2
0.6889777084191641,1a58d98b,43.1055,0.0,0.3276628406784167,0.2918393649160862,3
0.9979435404141744,23f30ff1,39.234,1.0,0.7861950315760394,0.9216497341791788,35
0.9997384945551554,291c8713,36.1061,1.0,0.9501923025734756,0.998372855,34
0.985933482646942,3e21b615,39.5835,1.0,0.9091829725745646,0.98480195,5
0.9952487150828044,8a1c5528,35.2945,1.0,0.9518612255008086,0.9979596237341561,20
4.2876682944855316e-07,66348d03,41.1342,0.0,3.0900219147242764e-06,3.0900219147242764e-06,2
0.9991557598114014,68a80de0,33.6352,1.0,0.9788271015716973,0.9982998783728282,46
0.0045432283077389,13b318de,34.8715,0.0,0.0045432283077389,0.0045432283077389,1
0.9994977513949076,c9124fed,34.4751,1.0,0.9624788224977366,0.9995746756974537,8
0.00010419840646136436,6f17c8e6,34.0473,0.0,0.00010419840646136436,0.00010419840646136436,1
0.9996572534243264,d92ff35c,37.6866,1.0,0.9926291071080686,0.99917715,16
0.009098233267044028,0113e164,43.2268,0.0,0.017188696133522013,0.017188696133522013,2
0.9997503757476808,a9bed487,36.1061,1.0,0.9501923025734756,0.998372855,34
0.9991069038709004,456d6182,39.234,1.0,0.7861950315760394,0.9216497341791788,35
2.3968635779840024e-08,99d068d8,36.3966,0.0,2.3968635779840024e-08,2.3968635779840024e-08,1
0.9444839557011924,2b88818c,42.5591,1.0,0.9140606069442911,0.988525015,50
3.3659826390956365e-07,a4067cf5,39.7808,0.0,0.00025790818413195474,0.00025790818413195474,2
1.2969178304548615e-05,4184f356,43.8456,0.0,1.2969178304548615e-05,1.2969178304548615e-05,1
0.07208949847457309,35053475,45.1181,0.0,0.062360644237286544,0.062360644237286544,2
0.10529484103123347,ae99ad14,45.8866,0.0,0.04902424490520558,0.053133317000000006,6
0.003699246347726633,4cb68941,33.135999999999996,0.0,0.003699246347726633,0.003699246347726633,1
0.041012183452645935,5d9fd419,43.1096,0.0,0.049804661208494964,0.023482467125480373,5
0.9708632230758668,e4c50fc5,38.8537,1.0,0.9208654096211853,0.9708632230758668,25
